"new_key","survey_number","gear2","effort_new","fish_count_new","date","year","julian","SECCHI_FT","secchi_m","ihdlkid","lake_area_ac","lake_perim_km","lake_order","lake_link_num","uplakes_n","uplakes_area_ac","downlakes_n","downlakes_area_ac","ws_area_km2","lake_area_km2","lake_area_m2","maxdepth_ft","meandepth_ft","maxdepth_m","meandepth_m","geom_ratio","ws_urban_prop","ws_forest_prop","ws_agriculture_prop","ws_shrub_prop","ws_wetland_prop","ws_slope_deg","ws_mean_elevation_m","lake_area_ha","dd_mean","surface_temp_mean","LONG_DD","LAT_DD","FMU_Code"
"1-29",6298,"FT_NET",20,57,2006-06-05,2006,156,6.5,1.98170731707317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-29",6298,"GILL",4,3,2006-06-06,2006,157,6.5,1.98170731707317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-4",4079,"FT_NET",36,4,2003-06-09,2003,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-4",4079,"GILL",10,0,2003-06-09,2003,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-52",8992,"FT_NET",22,8,2011-06-06,2011,157,6.7,2.04268292682927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-52",8992,"GILL",8,1,2011-06-06,2011,157,6.7,2.04268292682927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-52",8992,"SEINE",6,0,2011-06-09,2011,160,6.7,2.04268292682927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-52",8992,"SHOCK",30,2,2011-06-07,2011,158,6.7,2.04268292682927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-63",6258,"FT_NET",6,6,2006-05-16,2006,136,20.5,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-63",6258,"GILL",4,4,2006-05-16,2006,136,20.5,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-97",4966,"FT_NET",8,14,2004-06-14,2004,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-97",4966,"GILL",4,10,2004-06-14,2004,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-111",5371,"FT_NET",9,47,2004-06-14,2004,166,10.725,3.26981707317073,129225129,500.3490209,9.7,3,4,3,48,3,2670.286979,4.972,2.03,2024802.80401441,79,34.2124293,24.09,10.43,1.56588146465443,0.14626,0.63604,0.0357,0.08468,0.06802,3.6,258.176992,202.76,4851.61826838889,15.8631693016667,-85.84982,44.71554,"MI-MCM"
"10-111",5371,"GILL",9,2,2004-06-14,2004,166,10.725,3.26981707317073,129225129,500.3490209,9.7,3,4,3,48,3,2670.286979,4.972,2.03,2024802.80401441,79,34.2124293,24.09,10.43,1.56588146465443,0.14626,0.63604,0.0357,0.08468,0.06802,3.6,258.176992,202.76,4851.61826838889,15.8631693016667,-85.84982,44.71554,"MI-MCM"
"10-111",5371,"SEINE",5,1,2004-06-29,2004,181,10.725,3.26981707317073,129225129,500.3490209,9.7,3,4,3,48,3,2670.286979,4.972,2.03,2024802.80401441,79,34.2124293,24.09,10.43,1.56588146465443,0.14626,0.63604,0.0357,0.08468,0.06802,3.6,258.176992,202.76,4851.61826838889,15.8631693016667,-85.84982,44.71554,"MI-MCM"
"10-111",5371,"SHOCK",42.46666667,30,2004-06-29,2004,181,10.725,3.26981707317073,129225129,500.3490209,9.7,3,4,3,48,3,2670.286979,4.972,2.03,2024802.80401441,79,34.2124293,24.09,10.43,1.56588146465443,0.14626,0.63604,0.0357,0.08468,0.06802,3.6,258.176992,202.76,4851.61826838889,15.8631693016667,-85.84982,44.71554,"MI-MCM"
"10-19",5373,"FT_NET",9,56,2004-05-24,2004,145,8.25,2.51524390243902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-19",5373,"GILL",9,7,2004-05-24,2004,145,8.25,2.51524390243902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-19",5373,"SEINE",3,0,2004-06-30,2004,182,8.25,2.51524390243902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-19",5373,"SHOCK",31.95,40,2004-06-30,2004,182,8.25,2.51524390243902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-24",4744,"FT_NET",9,11,2004-05-24,2004,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-24",4744,"GILL",9,1,2004-05-24,2004,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-24",4744,"SEINE",4,0,2004-07-01,2004,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-24",4744,"SHOCK",30,2,2004-07-01,2004,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-39",8445,"FT_NET",12,4,2010-05-24,2010,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-39",8445,"GILL",8,0,2010-05-24,2010,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-39",8445,"SEINE",6,0,2010-07-13,2010,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-39",8445,"SHOCK",30,39,2010-07-13,2010,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-66",10987,"FT_NET",13,30,2016-06-20,2016,172,15,4.57317073170732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-66",10987,"GILL",6,15,2016-06-20,2016,172,15,4.57317073170732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-66",10987,"SEINE",4,19,2016-06-27,2016,179,15,4.57317073170732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-66",10987,"SHOCK",30,45,2016-06-27,2016,179,15,4.57317073170732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-77",7232,"FT_NET",11,22,2007-06-11,2007,162,9,2.74390243902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-77",7232,"GILL",2,2,2007-06-12,2007,163,9,2.74390243902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-95",5372,"FT_NET",10,70,2004-06-14,2004,166,9.9,3.01829268292683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-95",5372,"GILL",3,15,2004-06-14,2004,166,9.9,3.01829268292683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-121",10029,"FT_NET",13,14,2013-05-06,2013,126,NA,NA,155637885,89.75815446,2.78,1,1,0,0,0,0,1.1198,0.36,363231.574845211,65,21.30249206,19.82,6.49,1.23863186444225,0.12904,0.14717,0.49705,0.02331,0.19851,3.29,308.383008,36.368,5674.63095166667,17.1418775966667,-85.03759,41.76804,"MI-MSM"
"12-121",10029,"GILL",4,7,2013-05-06,2013,126,NA,NA,155637885,89.75815446,2.78,1,1,0,0,0,0,1.1198,0.36,363231.574845211,65,21.30249206,19.82,6.49,1.23863186444225,0.12904,0.14717,0.49705,0.02331,0.19851,3.29,308.383008,36.368,5674.63095166667,17.1418775966667,-85.03759,41.76804,"MI-MSM"
"12-121",10029,"SEINE",3,2,2013-05-09,2013,129,NA,NA,155637885,89.75815446,2.78,1,1,0,0,0,0,1.1198,0.36,363231.574845211,65,21.30249206,19.82,6.49,1.23863186444225,0.12904,0.14717,0.49705,0.02331,0.19851,3.29,308.383008,36.368,5674.63095166667,17.1418775966667,-85.03759,41.76804,"MI-MSM"
"12-121",10029,"SHOCK",30,49,2013-05-09,2013,129,NA,NA,155637885,89.75815446,2.78,1,1,0,0,0,0,1.1198,0.36,363231.574845211,65,21.30249206,19.82,6.49,1.23863186444225,0.12904,0.14717,0.49705,0.02331,0.19851,3.29,308.383008,36.368,5674.63095166667,17.1418775966667,-85.03759,41.76804,"MI-MSM"
"12-21",9363,"FT_NET",13,381,2012-06-04,2012,156,11,3.35365853658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-21",9363,"GILL",6,5,2012-06-04,2012,156,11,3.35365853658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-21",9363,"SEINE",4,0,2012-06-07,2012,159,11,3.35365853658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-21",9363,"SHOCK",30,99,2012-06-08,2012,160,11,3.35365853658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-23",9309,"FT_NET",17,32,2012-06-04,2012,156,10.5,3.20121951219512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-23",9309,"GILL",4,7,2012-06-04,2012,156,10.5,3.20121951219512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-23",9309,"SEINE",4,1,2012-06-07,2012,159,10.5,3.20121951219512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-23",9309,"SHOCK",30,85,2012-06-07,2012,159,10.5,3.20121951219512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-76",8893,"FT_NET",15,24,2011-05-09,2011,129,5,1.52439024390244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-76",8893,"GILL",6,2,2011-05-09,2011,129,5,1.52439024390244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-76",8893,"SEINE",3,0,2011-05-18,2011,138,5,1.52439024390244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-76",8893,"SHOCK",30,161,2011-05-18,2011,138,5,1.52439024390244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-86",8897,"FT_NET",16,18,2011-05-09,2011,129,4,1.21951219512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-86",8897,"GILL",6,2,2011-05-09,2011,129,4,1.21951219512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-86",8897,"SEINE",4,1,2011-05-19,2011,139,4,1.21951219512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-86",8897,"SHOCK",30,121,2011-05-19,2011,139,4,1.21951219512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-90",10192,"FT_NET",32,25,2014-05-19,2014,139,13.5,4.11585365853659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-90",10192,"GILL",12,3,2014-05-19,2014,139,13.5,4.11585365853659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-90",10192,"SEINE",6,4,2014-05-29,2014,149,13.5,4.11585365853659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-90",10192,"SHOCK",40,52,2014-05-29,2014,149,13.5,4.11585365853659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-23",10095,"FT_NET",13,4,2013-05-20,2013,140,NA,NA,152518193,88.59943237,3.24,3,20,5,192,5,3196.624916,2.5603,0.36,358542.480555218,23,14.95836588,7.01,4.56,3.49073705957612,0.0778,0.18658,0.57762,0.00277,0.1481,2.52,291.794004,35.858,5368.23867388889,17.4745023538889,-84.79565,42.34554,"MI-MSM"
"13-23",10095,"GILL",4,1,2013-05-20,2013,140,NA,NA,152518193,88.59943237,3.24,3,20,5,192,5,3196.624916,2.5603,0.36,358542.480555218,23,14.95836588,7.01,4.56,3.49073705957612,0.0778,0.18658,0.57762,0.00277,0.1481,2.52,291.794004,35.858,5368.23867388889,17.4745023538889,-84.79565,42.34554,"MI-MSM"
"13-23",10095,"SEINE",3,21,2013-06-06,2013,157,NA,NA,152518193,88.59943237,3.24,3,20,5,192,5,3196.624916,2.5603,0.36,358542.480555218,23,14.95836588,7.01,4.56,3.49073705957612,0.0778,0.18658,0.57762,0.00277,0.1481,2.52,291.794004,35.858,5368.23867388889,17.4745023538889,-84.79565,42.34554,"MI-MSM"
"13-23",10095,"SHOCK",30,54,2013-06-06,2013,157,NA,NA,152518193,88.59943237,3.24,3,20,5,192,5,3196.624916,2.5603,0.36,358542.480555218,23,14.95836588,7.01,4.56,3.49073705957612,0.0778,0.18658,0.57762,0.00277,0.1481,2.52,291.794004,35.858,5368.23867388889,17.4745023538889,-84.79565,42.34554,"MI-MSM"
"14-154",6249,"FT_NET",10,3,2006-05-15,2006,135,6,1.82926829268293,155637285,51.69320974,1.96,1,1,0,0,0,0,3.9519,0.21,209191.087936546,15,4.79279255,4.57,1.46,4.67971704433155,0.05405,0.37112,0.43923,0.01673,0.1141,2.99,284.156992,20.923,5841.78435233333,18.5532155477778,-85.88065,41.93888,"MI-MSM"
"14-154",6249,"GILL",4,1,2006-05-15,2006,135,6,1.82926829268293,155637285,51.69320974,1.96,1,1,0,0,0,0,3.9519,0.21,209191.087936546,15,4.79279255,4.57,1.46,4.67971704433155,0.05405,0.37112,0.43923,0.01673,0.1141,2.99,284.156992,20.923,5841.78435233333,18.5532155477778,-85.88065,41.93888,"MI-MSM"
"14-154",6249,"SHOCK",30,32,2006-06-07,2006,158,6,1.82926829268293,155637285,51.69320974,1.96,1,1,0,0,0,0,3.9519,0.21,209191.087936546,15,4.79279255,4.57,1.46,4.67971704433155,0.05405,0.37112,0.43923,0.01673,0.1141,2.99,284.156992,20.923,5841.78435233333,18.5532155477778,-85.88065,41.93888,"MI-MSM"
"15-15",3496,"FT_NET",21,87,2003-05-12,2003,132,NA,NA,155417344,463.7488033,6.73,1,1,0,0,2,17370.52811,6.9548,1.88,1876689.74667152,20,11.1249719,6.1,3.39,6.06761875819273,0.25698,0.48197,0.12459,0.07063,0.04238,6.71,254.351992,187.33,4399.69526827778,15.9375852888889,-84.9776,45.16832,"MI-MCM"
"15-15",3496,"GILL",4,2,2003-05-12,2003,132,NA,NA,155417344,463.7488033,6.73,1,1,0,0,2,17370.52811,6.9548,1.88,1876689.74667152,20,11.1249719,6.1,3.39,6.06761875819273,0.25698,0.48197,0.12459,0.07063,0.04238,6.71,254.351992,187.33,4399.69526827778,15.9375852888889,-84.9776,45.16832,"MI-MCM"
"15-15",3496,"SEINE",4,2,2003-07-22,2003,203,NA,NA,155417344,463.7488033,6.73,1,1,0,0,2,17370.52811,6.9548,1.88,1876689.74667152,20,11.1249719,6.1,3.39,6.06761875819273,0.25698,0.48197,0.12459,0.07063,0.04238,6.71,254.351992,187.33,4399.69526827778,15.9375852888889,-84.9776,45.16832,"MI-MCM"
"15-15",3496,"SHOCK",30,1,2003-07-22,2003,203,NA,NA,155417344,463.7488033,6.73,1,1,0,0,2,17370.52811,6.9548,1.88,1876689.74667152,20,11.1249719,6.1,3.39,6.06761875819273,0.25698,0.48197,0.12459,0.07063,0.04238,6.71,254.351992,187.33,4399.69526827778,15.9375852888889,-84.9776,45.16832,"MI-MCM"
"15-21",6296,"FT_NET",26,1,2006-06-12,2006,163,NA,NA,155417357,17324.84138,100.03,5,245,12,924,0,0,80.8543,70.14,70109835.2150864,125,56.92104699,38.11,17.35,2.40107534234362,0.21827,0.39473,0.13733,0.09634,0.13018,3.72,206.928008,26.737,4371.26391016667,16.4396326916667,-85.13343,45.26665,"MI-MCM"
"15-21",6296,"GILL",39,0,2006-06-12,2006,163,NA,NA,155417357,17324.84138,100.03,5,245,12,924,0,0,80.8543,70.14,70109835.2150864,125,56.92104699,38.11,17.35,2.40107534234362,0.21827,0.39473,0.13733,0.09634,0.13018,3.72,206.928008,26.737,4371.26391016667,16.4396326916667,-85.13343,45.26665,"MI-MCM"
"15-21",6296,"SEINE",21,0,2006-06-06,2006,157,NA,NA,155417357,17324.84138,100.03,5,245,12,924,0,0,80.8543,70.14,70109835.2150864,125,56.92104699,38.11,17.35,2.40107534234362,0.21827,0.39473,0.13733,0.09634,0.13018,3.72,206.928008,26.737,4371.26391016667,16.4396326916667,-85.13343,45.26665,"MI-MCM"
"15-25",11081,"FT_NET",45,19,2016-06-13,2016,165,NA,NA,155417299,4576.808208,48.68,3,33,0,0,0,0,31.9221,18.53,18521339.5168144,103,28.41329944,31.4,8.66,2.08924056780655,0.08771,0.6167,0.15498,0.06866,0.04374,5.73,239.655996,1848,4627.41398566667,15.3923640111111,-85.0001,45.27499,"MI-MCM"
"15-25",11081,"GILL",18,0,2016-06-13,2016,165,NA,NA,155417299,4576.808208,48.68,3,33,0,0,0,0,31.9221,18.53,18521339.5168144,103,28.41329944,31.4,8.66,2.08924056780655,0.08771,0.6167,0.15498,0.06866,0.04374,5.73,239.655996,1848,4627.41398566667,15.3923640111111,-85.0001,45.27499,"MI-MCM"
"15-25",11081,"SEINE",8,0,2016-06-28,2016,180,NA,NA,155417299,4576.808208,48.68,3,33,0,0,0,0,31.9221,18.53,18521339.5168144,103,28.41329944,31.4,8.66,2.08924056780655,0.08771,0.6167,0.15498,0.06866,0.04374,5.73,239.655996,1848,4627.41398566667,15.3923640111111,-85.0001,45.27499,"MI-MCM"
"15-25",11081,"SHOCK",60.18333333,0,2016-06-28,2016,180,NA,NA,155417299,4576.808208,48.68,3,33,0,0,0,0,31.9221,18.53,18521339.5168144,103,28.41329944,31.4,8.66,2.08924056780655,0.08771,0.6167,0.15498,0.06866,0.04374,5.73,239.655996,1848,4627.41398566667,15.3923640111111,-85.0001,45.27499,"MI-MCM"
"15-56",9252,"FT_NET",16,28,2012-06-18,2012,170,9,2.74390243902439,155417287,125.6097797,5.24,2,3,1,16,0,0,1.2226,0.51,508315.243009186,15,5.8350729,4.57,1.78,5.84274702882644,0.16735,0.36995,0.14755,0.13488,0.1217,3.54,211.418008,50.794,4578.76432805556,17.2567067105556,-85.18121,45.3261,"MI-MCM"
